,year,lifeExp,gdpPercap,population,income_groups,country,continent,region
35554,1897,33.6,835,1811865,low_income,South Sudan,Africa,Sub Saharan Africa
18160,1897,37.6,1332,2240231,upper_middle_income,Iraq,Asia,Middle East North Africa
1658,1897,33.65,1443,35293,high_income,Antigua and Barbuda,Americas,America
4557,1897,36.8,1308,4775764,upper_middle_income,Belarus,Europe,Europe Central Asia
37338,1897,32.74,2083,1695070,low_income,Syria,Asia,Middle East North Africa
42690,1897,26.24,1306,2918641,low_income,Yemen,Asia,Middle East North Africa
17045,1897,36.9,2995,6953762,high_income,Hungary,Europe,Europe Central Asia
1881,1897,48.43,6337,3501956,high_income,Australia,Asia,East Asia Pacific
2327,1897,27.96,1621,1780575,upper_middle_income,Azerbaijan,Europe,Europe Central Asia
33101,1897,27.31,551,1561993,low_income,Rwanda,Africa,Sub Saharan Africa
25296,1897,35.45,1603,782003,upper_middle_income,North Macedonia,Europe,Europe Central Asia
28195,1897,33.92,1105,18482129,lower_middle_income,Nigeria,Africa,Sub Saharan Africa
19275,1897,34.59,1623,268608,upper_middle_income,Jordan,Asia,Middle East North Africa
8348,1897,33.27,1285,3872428,upper_middle_income,Colombia,Americas,America
26188,1897,37.08,2151,416787,upper_middle_income,Montenegro,Europe,Europe Central Asia
31986,1897,35.2,2484,493702,upper_middle_income,Paraguay,Americas,America
22843,1897,35.76,420,277776,lower_middle_income,Lesotho,Africa,Sub Saharan Africa
13923,1897,34.27,1070,2164530,upper_middle_income,Georgia,Europe,Europe Central Asia
36892,1897,33.06,806,105859,lower_middle_income,Eswatini,Africa,Sub Saharan Africa
38230,1897,26.64,1178,934756,low_income,Tajikistan,Asia,Europe Central Asia
8125,1897,32.81,856,613198,lower_middle_income,"Congo, Rep.",Africa,Sub Saharan Africa
42021,1897,32.09,1176,11255806,lower_middle_income,Vietnam,Asia,East Asia Pacific
26411,1897,30.88,831,692256,lower_middle_income,Mongolia,Asia,East Asia Pacific
24181,1897,32.23,1287,1431991,lower_middle_income,Moldova,Europe,Europe Central Asia
29533,1897,46.15,7319,759465,high_income,New Zealand,Asia,East Asia Pacific
11470,1897,33.81,1717,9314363,lower_middle_income,Egypt,Africa,Middle East North Africa
35331,1897,34.72,3155,2405179,upper_middle_income,Serbia,Europe,Europe Central Asia
3888,1897,32.68,2955,74982,high_income,Bahrain,Asia,Middle East North Africa
23289,1897,46.23,4098,227704,high_income,Luxembourg,Europe,Europe Central Asia
29756,1897,34.42,1317,375417,high_income,Oman,Asia,Middle East North Africa
21059,1897,25.8,1162,9378898,high_income,South Korea,Asia,East Asia Pacific
2550,1897,31.99,517,1689592,low_income,Burundi,Africa,Sub Saharan Africa
32655,1897,35.59,634,10730043,upper_middle_income,Romania,Europe,Europe Central Asia
29979,1897,25.15,1378,17956652,lower_middle_income,Pakistan,Asia,South Asia
36669,1897,54.2,3628,5018629,high_income,Sweden,Europe,Europe Central Asia
13477,1897,34.24,604,376419,upper_middle_income,Gabon,Africa,Sub Saharan Africa
17937,1897,25.6,1332,9923984,upper_middle_income,Iran,Asia,Middle East North Africa
20167,1897,26.01,1133,1066065,lower_middle_income,Kyrgyz Republic,Asia,Europe Central Asia
33324,1897,34.73,1054,2140516,high_income,Saudi Arabia,Asia,Middle East North Africa
42244,1897,25.64,863,55120,lower_middle_income,Vanuatu,Asia,East Asia Pacific
27080,1897,32.53,1548,374438,upper_middle_income,Mauritius,Africa,Sub Saharan Africa
40014,1897,29.35,1237,2694118,high_income,Taiwan,Asia,East Asia Pacific
14146,1897,29.38,846,2636740,lower_middle_income,Ghana,Africa,Sub Saharan Africa
21951,1897,32.81,1113,483292,low_income,Liberia,Africa,Sub Saharan Africa
43359,1897,35.15,1106,1061822,lower_middle_income,Zimbabwe,Africa,Sub Saharan Africa
21505,1897,31.51,1180,1316140,lower_middle_income,Lao,Asia,East Asia Pacific
6787,1897,49.12,7256,3175158,high_income,Switzerland,Europe,Europe Central Asia
23512,1897,45.27,1721,2050547,high_income,Latvia,Europe,Europe Central Asia
26857,1897,34.93,732,349863,lower_middle_income,Mauritania,Africa,Sub Saharan Africa
6118,1897,35.26,654,159949,upper_middle_income,Botswana,Africa,Sub Saharan Africa
20613,1897,25.31,679,25530,lower_middle_income,Kiribati,Asia,East Asia Pacific
22397,1897,27.97,1278,49072,upper_middle_income,St. Lucia,Americas,America
5449,1897,32.64,1742,192086,high_income,Barbados,Americas,America
41575,1897,26.63,1598,45802,upper_middle_income,St. Vincent and the Grenadines,Americas,America
15261,1897,40.13,2330,4847280,high_income,Greece,Europe,Europe Central Asia
3665,1897,39.99,1901,3825951,upper_middle_income,Bulgaria,Europe,Europe Central Asia
25519,1897,29.37,702,2261312,low_income,Mali,Africa,Sub Saharan Africa
10132,1897,33.47,1157,41794,lower_middle_income,Djibouti,Africa,Middle East North Africa
7902,1897,33.55,818,9563536,low_income,"Congo, Dem. Rep.",Africa,Sub Saharan Africa
35108,1897,32.69,862,1532611,low_income,Somalia,Africa,Sub Saharan Africa
6564,1897,47.3,4654,5196224,high_income,Canada,Americas,America
38007,1897,31.0,1484,7262866,upper_middle_income,Thailand,Asia,East Asia Pacific
19944,1897,26.99,1309,4173852,lower_middle_income,Kenya,Africa,Sub Saharan Africa
10801,1897,32.61,1150,479610,upper_middle_income,Dominican Republic,Americas,America
11693,1897,31.45,735,577099,low_income,Eritrea,Africa,Sub Saharan Africa
10578,1897,51.94,5305,2480851,high_income,Denmark,Europe,Europe Central Asia
40906,1897,32.78,4611,850560,high_income,Uruguay,Americas,America
31763,1897,35.75,2190,5283113,high_income,Portugal,Europe,Europe Central Asia
32209,1897,34.03,1064,277341,lower_middle_income,Palestine,Asia,Middle East North Africa
37561,1897,33.68,688,1828673,low_income,Chad,Africa,Sub Saharan Africa
16822,1897,30.67,1574,1552045,low_income,Haiti,Americas,America
5003,1897,32.04,1609,1702807,lower_middle_income,Bolivia,Americas,America
42467,1897,27.22,2064,33606,upper_middle_income,Samoa,Asia,East Asia Pacific
12139,1897,43.0,2149,841946,high_income,Estonia,Europe,Europe Central Asia
12585,1897,48.23,3010,2555893,high_income,Finland,Europe,Europe Central Asia
12808,1897,27.51,1157,119661,upper_middle_income,Fiji,Asia,East Asia Pacific
24627,1897,31.97,949,62800,upper_middle_income,Maldives,Asia,South Asia
25742,1897,40.03,1797,212794,high_income,Malta,Europe,Europe Central Asia
28864,1897,53.81,3741,2157701,high_income,Norway,Europe,Europe Central Asia
37115,1897,44.59,1315,19191,high_income,Seychelles,Africa,Sub Saharan Africa
20390,1897,36.91,489,2807199,lower_middle_income,Cambodia,Asia,East Asia Pacific
30648,1897,30.98,1233,6443521,lower_middle_income,Philippines,Asia,East Asia Pacific
989,1897,34.95,2785,45738,high_income,United Arab Emirates,Asia,Middle East North Africa
22620,1897,33.4,2084,3871923,upper_middle_income,Sri Lanka,Asia,South Asia
9463,1897,39.07,2408,227717,high_income,Cyprus,Europe,Europe Central Asia
36000,1897,33.51,3121,94170,upper_middle_income,Suriname,Americas,America
26634,1897,34.56,468,4345468,low_income,Mozambique,Africa,Sub Saharan Africa
34439,1897,28.56,1208,1087110,low_income,Sierra Leone,Africa,Sub Saharan Africa
33993,1897,33.73,2454,194246,high_income,Singapore,Asia,East Asia Pacific
39345,1897,30.21,1445,1814975,lower_middle_income,Tunisia,Africa,Middle East North Africa
40683,1897,37.69,1748,22832377,lower_middle_income,Ukraine,Europe,Europe Central Asia
40460,1897,27.07,764,3502635,low_income,Uganda,Africa,Sub Saharan Africa
22174,1897,36.11,2750,488675,upper_middle_income,Libya,Africa,Middle East North Africa
25965,1897,31.2,1241,8717298,lower_middle_income,Myanmar,Asia,East Asia Pacific
36446,1897,36.6,3273,925846,high_income,Slovenia,Europe,Europe Central Asia
19498,1897,38.4,2214,42534303,high_income,Japan,Asia,East Asia Pacific
28641,1897,49.39,6302,4928091,high_income,Netherlands,Europe,Europe Central Asia
32878,1897,30.47,3277,63201856,upper_middle_income,Russia,Europe,Europe Central Asia
320,1897,32.08,780,3178642,lower_middle_income,Angola,Africa,Sub Saharan Africa
11247,1897,33.6,1200,1385497,upper_middle_income,Ecuador,Americas,America
34216,1897,24.66,540,115723,lower_middle_income,Solomon Islands,Asia,East Asia Pacific
6341,1897,33.42,698,996753,low_income,Central African Republic,Africa,Sub Saharan Africa
21282,1897,28.41,2385,96665,high_income,Kuwait,Asia,Middle East North Africa
5672,1897,28.34,2229,15341,high_income,Brunei,Asia,East Asia Pacific
3219,1897,31.2,593,2278211,low_income,Burkina Faso,Africa,Sub Saharan Africa
14369,1897,32.35,598,1510857,low_income,Guinea,Africa,Sub Saharan Africa
33770,1897,27.84,818,1346404,lower_middle_income,Senegal,Africa,Sub Saharan Africa
31317,1897,39.51,2879,23797298,high_income,Poland,Europe,Europe Central Asia
43136,1897,34.14,949,1622080,lower_middle_income,Zambia,Africa,Sub Saharan Africa
17714,1897,48.43,4315,4497100,high_income,Ireland,Europe,Europe Central Asia
27972,1897,31.67,735,1287802,low_income,Niger,Africa,Sub Saharan Africa
21728,1897,29.57,2295,488127,upper_middle_income,Lebanon,Asia,Middle East North Africa
24850,1897,26.28,2183,12851143,upper_middle_income,Mexico,Americas,America
9686,1897,37.6,4297,9140141,high_income,Czech Republic,Europe,Europe Central Asia
9240,1897,21.47,1986,1679653,upper_middle_income,Cuba,Americas,America
14592,1897,36.04,976,162583,low_income,Gambia,Africa,Sub Saharan Africa
4334,1897,35.02,1202,1690018,upper_middle_income,Bosnia and Herzegovina,Europe,Europe Central Asia
7456,1897,34.75,680,1430381,lower_middle_income,Cote d'Ivoire,Africa,Sub Saharan Africa
27303,1897,29.83,402,2097105,low_income,Malawi,Africa,Sub Saharan Africa
18606,1897,33.49,3097,340797,high_income,Israel,Asia,Middle East North Africa
16153,1897,34.9,2166,278446,high_income,"Hong Kong, China",Asia,East Asia Pacific
37784,1897,34.67,1124,727970,low_income,Togo,Africa,Sub Saharan Africa
15484,1897,38.08,1509,59446,upper_middle_income,Grenada,Americas,America
5895,1897,31.54,832,273298,lower_middle_income,Bhutan,Asia,South Asia
16599,1897,35.04,3128,2421032,high_income,Croatia,Europe,Europe Central Asia
38899,1897,28.78,977,20312,upper_middle_income,Tonga,Asia,East Asia Pacific
7010,1897,31.19,3731,3010771,high_income,Chile,Americas,America
19721,1897,29.17,2612,4074071,upper_middle_income,Kazakhstan,Asia,Europe Central Asia
33547,1897,32.26,854,4884911,lower_middle_income,Sudan,Africa,Sub Saharan Africa
14815,1897,30.47,685,285072,low_income,Guinea-Bissau,Africa,Sub Saharan Africa
2996,1897,34.49,983,1158039,low_income,Benin,Africa,Sub Saharan Africa
40237,1897,33.12,634,5094599,low_income,Tanzania,Africa,Sub Saharan Africa
4111,1897,34.95,2755,55483,high_income,Bahamas,Americas,America
1435,1897,36.4,948,826170,upper_middle_income,Armenia,Europe,Europe Central Asia
23735,1897,32.99,1207,4544529,lower_middle_income,Morocco,Africa,Middle East North Africa
7233,1897,32.0,1127,395250942,upper_middle_income,China,Asia,East Asia Pacific
13031,1897,48.11,4890,39872676,high_income,France,Europe,Europe Central Asia
2773,1897,48.89,6645,6519904,high_income,Belgium,Europe,Europe Central Asia
15707,1897,26.09,1820,1362121,upper_middle_income,Guatemala,Americas,America
29087,1897,34.73,903,5121166,low_income,Nepal,Asia,South Asia
17491,1897,21.5,1167,289320059,lower_middle_income,India,Asia,South Asia
12362,1897,29.7,609,18051600,low_income,Ethiopia,Africa,Sub Saharan Africa
36223,1897,36.97,3201,2818392,high_income,Slovak Republic,Europe,Europe Central Asia
30425,1897,34.3,1147,3586872,upper_middle_income,Peru,Americas,America
18829,1897,43.32,3671,32815115,high_income,Italy,Europe,Europe Central Asia
9017,1897,33.76,2080,296941,upper_middle_income,Costa Rica,Americas,America
9909,1897,42.91,5142,52942131,high_income,Germany,Europe,Europe Central Asia
31094,1897,36.53,805,1017172,lower_middle_income,Papua New Guinea,Asia,East Asia Pacific
11024,1897,31.83,1798,4514120,upper_middle_income,Algeria,Africa,Middle East North Africa
23066,1897,41.19,2911,2415972,high_income,Lithuania,Europe,Europe Central Asia
9687,1898,38.47,4358,9204309,high_income,Czech Republic,Europe,Europe Central Asia
21060,1898,25.8,1171,9372759,high_income,South Korea,Asia,East Asia Pacific
32210,1898,34.11,1076,281062,lower_middle_income,Palestine,Asia,Middle East North Africa
29534,1898,46.6,7384,774257,high_income,New Zealand,Asia,East Asia Pacific
2551,1898,32.01,518,1679565,low_income,Burundi,Africa,Sub Saharan Africa
40907,1898,32.78,3993,875649,high_income,Uruguay,Americas,America
14593,1898,36.31,977,163805,low_income,Gambia,Africa,Sub Saharan Africa
27304,1898,29.81,402,2089435,low_income,Malawi,Africa,Sub Saharan Africa
8349,1898,33.32,1276,3940876,upper_middle_income,Colombia,Americas,America
22844,1898,35.87,420,280420,lower_middle_income,Lesotho,Africa,Sub Saharan Africa
35332,1898,34.69,3177,2440115,upper_middle_income,Serbia,Europe,Europe Central Asia
20168,1898,25.83,1143,1075727,lower_middle_income,Kyrgyz Republic,Asia,Europe Central Asia
7903,1898,33.62,822,9513610,low_income,"Congo, Dem. Rep.",Africa,Sub Saharan Africa
16600,1898,35.0,3149,2442549,high_income,Croatia,Europe,Europe Central Asia
4335,1898,35.01,1206,1709303,upper_middle_income,Bosnia and Herzegovina,Europe,Europe Central Asia
36893,1898,33.09,809,106922,lower_middle_income,Eswatini,Africa,Sub Saharan Africa
22398,1898,27.97,1283,49970,upper_middle_income,St. Lucia,Americas,America
3666,1898,40.03,1864,3883537,upper_middle_income,Bulgaria,Europe,Europe Central Asia
31095,1898,36.72,808,1022665,lower_middle_income,Papua New Guinea,Asia,East Asia Pacific
2997,1898,34.62,987,1165852,low_income,Benin,Africa,Sub Saharan Africa
15262,1898,40.36,2517,4897577,high_income,Greece,Europe,Europe Central Asia
43137,1898,34.2,952,1619262,lower_middle_income,Zambia,Africa,Sub Saharan Africa
321,1898,32.27,780,3167043,lower_middle_income,Angola,Africa,Sub Saharan Africa
41576,1898,26.65,1609,46530,upper_middle_income,St. Vincent and the Grenadines,Americas,America
32656,1898,35.58,754,10791525,upper_middle_income,Romania,Europe,Europe Central Asia
5450,1898,32.65,1754,193410,high_income,Barbados,Americas,America
6342,1898,33.55,702,992379,low_income,Central African Republic,Africa,Sub Saharan Africa
25520,1898,29.48,702,2283467,low_income,Mali,Africa,Sub Saharan Africa
28642,1898,49.06,6313,4989858,high_income,Netherlands,Europe,Europe Central Asia
19722,1898,29.02,2682,4110366,upper_middle_income,Kazakhstan,Asia,Europe Central Asia
34217,1898,24.64,542,116657,lower_middle_income,Solomon Islands,Asia,East Asia Pacific
13924,1898,34.1,1097,2184349,upper_middle_income,Georgia,Europe,Europe Central Asia
28196,1898,34.05,1107,18614062,lower_middle_income,Nigeria,Africa,Sub Saharan Africa
8126,1898,32.82,858,610322,lower_middle_income,"Congo, Rep.",Africa,Sub Saharan Africa
31987,1898,35.19,2515,475243,upper_middle_income,Paraguay,Americas,America
26412,1898,30.85,834,693241,lower_middle_income,Mongolia,Asia,East Asia Pacific
4558,1898,36.82,1341,4819950,upper_middle_income,Belarus,Europe,Europe Central Asia
14816,1898,30.41,685,287336,low_income,Guinea-Bissau,Africa,Sub Saharan Africa
18161,1898,37.83,1340,2303932,upper_middle_income,Iraq,Asia,Middle East North Africa
1659,1898,33.66,1452,35091,high_income,Antigua and Barbuda,Americas,America
20391,1898,36.98,490,2826242,lower_middle_income,Cambodia,Asia,East Asia Pacific
39346,1898,30.27,1456,1833416,lower_middle_income,Tunisia,Africa,Middle East North Africa
990,1898,35.11,2943,45981,high_income,United Arab Emirates,Asia,Middle East North Africa
35555,1898,33.86,839,1826910,low_income,South Sudan,Africa,Sub Saharan Africa
36224,1898,37.27,3246,2828241,high_income,Slovak Republic,Europe,Europe Central Asia
38231,1898,26.47,1209,943158,low_income,Tajikistan,Asia,Europe Central Asia
9464,1898,39.68,2436,230587,high_income,Cyprus,Europe,Europe Central Asia
33994,1898,33.72,2490,200415,high_income,Singapore,Asia,East Asia Pacific
26635,1898,34.72,468,4324190,low_income,Mozambique,Africa,Sub Saharan Africa
13701,1898,47.02,8718,40669657,high_income,United Kingdom,Europe,Europe Central Asia
37785,1898,34.8,1129,733598,low_income,Togo,Africa,Sub Saharan Africa
19276,1898,34.7,1636,269093,upper_middle_income,Jordan,Asia,Middle East North Africa
23290,1898,46.75,4147,230257,high_income,Luxembourg,Europe,Europe Central Asia
29757,1898,34.5,1312,376044,high_income,Oman,Asia,Middle East North Africa
18830,1898,42.36,3656,33008095,high_income,Italy,Europe,Europe Central Asia
3889,1898,32.77,2988,75415,high_income,Bahrain,Asia,Middle East North Africa
40461,1898,27.14,768,3498805,low_income,Uganda,Africa,Sub Saharan Africa
42022,1898,32.09,1186,11285932,lower_middle_income,Vietnam,Asia,East Asia Pacific
12363,1898,29.7,609,18043464,low_income,Ethiopia,Africa,Sub Saharan Africa
37339,1898,32.81,2102,1699984,low_income,Syria,Asia,Middle East North Africa
27750,1898,36.5,1964,198450,upper_middle_income,Namibia,Africa,Sub Saharan Africa
19499,1898,38.5,2596,42936456,high_income,Japan,Asia,East Asia Pacific
37116,1898,44.87,1321,19548,high_income,Seychelles,Africa,Sub Saharan Africa
38900,1898,28.8,980,20353,upper_middle_income,Tonga,Asia,East Asia Pacific
24182,1898,32.2,1320,1444962,lower_middle_income,Moldova,Europe,Europe Central Asia
25297,1898,35.42,1614,789153,upper_middle_income,North Macedonia,Europe,Europe Central Asia
33102,1898,26.31,552,1552712,low_income,Rwanda,Africa,Sub Saharan Africa
23736,1898,32.99,1213,4588597,lower_middle_income,Morocco,Africa,Middle East North Africa
2328,1898,27.68,1663,1796967,upper_middle_income,Azerbaijan,Europe,Europe Central Asia
1882,1898,48.96,7210,3566779,high_income,Australia,Asia,East Asia Pacific
7234,1898,32.0,1128,397312365,upper_middle_income,China,Asia,East Asia Pacific
42468,1898,27.29,2071,33369,upper_middle_income,Samoa,Asia,East Asia Pacific
12586,1898,48.14,3091,2584806,high_income,Finland,Europe,Europe Central Asia
20614,1898,25.32,680,25645,lower_middle_income,Kiribati,Asia,East Asia Pacific
11471,1898,33.84,1730,9441504,lower_middle_income,Egypt,Africa,Middle East North Africa
